Area Name,Year,Variable,Value
North Dakota,2005,Property Crimes Per 100,1978
North Carolina,1996,Property Crimes Per 100,4938
Idaho,1998,Property Crimes Per 100,3433
Hawaii,2005,Property Crimes Per 100,4793
District of Columbia,1991,Property Crimes Per 100,8315
California,2005,Violent Crimes Per 100,526
Georgia,1995,Violent Crimes Per 100,657
Florida,1996,Violent Crimes Per 100,1051
Arizona,2003,Violent Crimes Per 100,513
Mississippi,2013,Violent Crimes Per 100,267
Minnesota,2011,Violent Crimes Per 100,221
West Virginia,1991,Violent Crimes Per 100,191
Vermont,2013,Property Crimes Per 100,2214
Ohio,2015,Property Crimes Per 100,2588
Oklahoma,2012,Property Crimes Per 100,3401
Maryland,2005,Violent Crimes Per 100,703
Arkansas,1990,Property Crimes Per 100,4335
Oklahoma,2016,Property Crimes Per 100,2983
Michigan,2009,Property Crimes Per 100,2838
Massachusetts,2008,Violent Crimes Per 100,449
Wisconsin,2014,Violent Crimes Per 100,290
Utah,2013,Violent Crimes Per 100,209
Nebraska,2015,Violent Crimes Per 100,275
New Mexico,1991,Property Crimes Per 100,5845
Massachusetts,2001,Property Crimes Per 100,2619
Maine,2010,Violent Crimes Per 100,122
New Jersey,1995,Violent Crimes Per 100,600
Nevada,2001,Violent Crimes Per 100,587
Indiana,2006,Violent Crimes Per 100,314
Connecticut,2009,Violent Crimes Per 100,299
Indiana,2004,Crimes Per 100,3723
California,2005,Crimes Per 100,3849
Massachusetts,2005,Violent Crimes Per 100,457
Hawaii,2012,Violent Crimes Per 100,239
Michigan,2007,Crimes Per 100,3602
Minnesota,2011,Crimes Per 100,2771
West Virginia,1997,Crimes Per 100,2469
Nevada,1993,Property Crimes Per 100,5305
South Carolina,2002,Crimes Per 100,5297
Iowa,1991,Property Crimes Per 100,3831
South Carolina,2003,Property Crimes Per 100,4522
Utah,2003,Property Crimes Per 100,4255
Iowa,2003,Property Crimes Per 100,2976
Maryland,1994,Property Crimes Per 100,5175
California,1997,Property Crimes Per 100,4067
Colorado,1999,Property Crimes Per 100,3723
Missouri,2010,Property Crimes Per 100,3346
Montana,2008,Crimes Per 100,2861
Illinois,2000,Crimes Per 100,4286
Wyoming,2011,Violent Crimes Per 100,219
Texas,1994,Crimes Per 100,5872
Pennsylvania,2001,Crimes Per 100,2961
West Virginia,2012,Crimes Per 100,2681
Illinois,2002,Crimes Per 100,4016
Colorado,2010,Crimes Per 100,3005
Connecticut,2007,Crimes Per 100,2656
South Carolina,2000,Crimes Per 100,5221
New Hampshire,2013,Crimes Per 100,2394
Maryland,2015,Crimes Per 100,2772
Oklahoma,1995,Property Crimes Per 100,4933
New Mexico,2010,Property Crimes Per 100,3435
Vermont,2004,Crimes Per 100,2420
New Jersey,2010,Crimes Per 100,2390
Texas,2004,Crimes Per 100,5035
Missouri,1998,Property Crimes Per 100,4271
New York,2011,Violent Crimes Per 100,398
Pennsylvania,2010,Violent Crimes Per 100,366
Rhode Island,2003,Violent Crimes Per 100,286
Rhode Island,1993,Violent Crimes Per 100,402
Pennsylvania,2006,Violent Crimes Per 100,439
California,2009,Property Crimes Per 100,2732
Kansas,2014,Property Crimes Per 100,2735
West Virginia,1990,Crimes Per 100,2503
New York,2013,Crimes Per 100,2215
Kansas,2014,Crimes Per 100,3084
Alabama,1997,Crimes Per 100,4890
Alabama,1998,Crimes Per 100,4597
Colorado,1994,Crimes Per 100,5318
Utah,2002,Crimes Per 100,4452
South Carolina,2010,Crimes Per 100,4498
North Carolina,2002,Crimes Per 100,4721
Wisconsin,2014,Crimes Per 100,2379
Washington,2008,Crimes Per 100,4090
Maryland,1996,Property Crimes Per 100,5131
Alabama,1996,Crimes Per 100,4820
California,1990,Crimes Per 100,6604
Connecticut,2008,Crimes Per 100,2757
Rhode Island,2004,Property Crimes Per 100,2884
Texas,2005,Crimes Per 100,4862
Massachusetts,2011,Crimes Per 100,2687
Hawaii,2014,Crimes Per 100,3309
Minnesota,2001,Crimes Per 100,3584
Pennsylvania,1991,Crimes Per 100,3559
Kansas,2003,Crimes Per 100,4408
Kansas,1992,Crimes Per 100,5320
Texas,1998,Violent Crimes Per 100,565
Oregon,2002,Violent Crimes Per 100,293
Kansas,2011,Violent Crimes Per 100,354
Missouri,2015,Violent Crimes Per 100,497
Minnesota,2012,Violent Crimes Per 100,231
Rhode Island,2006,Violent Crimes Per 100,227
Oregon,2008,Crimes Per 100,3539
Colorado,2009,Violent Crimes Per 100,338
Alabama,2007,Violent Crimes Per 100,448
Oregon,2008,Violent Crimes Per 100,257
Utah,1991,Violent Crimes Per 100,287
South Carolina,1990,Violent Crimes Per 100,977
Iowa,2008,Violent Crimes Per 100,284
New Jersey,2005,Property Crimes Per 100,2333
South Carolina,1993,Property Crimes Per 100,4880
Louisiana,2014,Violent Crimes Per 100,515
New Hampshire,1997,Violent Crimes Per 100,113
Iowa,2004,Violent Crimes Per 100,271
New York,1993,Violent Crimes Per 100,1074
Texas,2008,Property Crimes Per 100,3986
South Carolina,2006,Property Crimes Per 100,4242
New Jersey,2015,Violent Crimes Per 100,255
Idaho,2010,Property Crimes Per 100,1996
New York,2005,Violent Crimes Per 100,446
North Dakota,1994,Violent Crimes Per 100,82
Minnesota,2002,Violent Crimes Per 100,267
Florida,2004,Violent Crimes Per 100,711
Kentucky,2007,Crimes Per 100,2813
Arkansas,2016,Crimes Per 100,3820
District of Columbia,2016,Violent Crimes Per 100,1206
Missouri,2011,Property Crimes Per 100,3309
Indiana,2014,Property Crimes Per 100,2649
California,2016,Violent Crimes Per 100,445
District of Columbia,2010,Violent Crimes Per 100,1330
Kansas,2016,Property Crimes Per 100,2696
South Carolina,1996,Property Crimes Per 100,5217
Maine,1999,Property Crimes Per 100,2763
Maryland,1991,Property Crimes Per 100,5253
Colorado,2000,Property Crimes Per 100,3649
Colorado,1992,Property Crimes Per 100,5380
Iowa,2000,Violent Crimes Per 100,266
Wisconsin,2010,Property Crimes Per 100,2508
South Dakota,2014,Violent Crimes Per 100,327
Rhode Island,2007,Violent Crimes Per 100,227
Massachusetts,2013,Violent Crimes Per 100,404
Tennessee,1994,Violent Crimes Per 100,748
Arizona,2010,Violent Crimes Per 100,408
Colorado,2010,Violent Crimes Per 100,321
Delaware,1998,Property Crimes Per 100,4601
North Dakota,2011,Property Crimes Per 100,1937
South Carolina,2004,Property Crimes Per 100,4505
Hawaii,1996,Property Crimes Per 100,6304
California,1991,Property Crimes Per 100,5683
Illinois,2015,Property Crimes Per 100,1989
Nebraska,2008,Property Crimes Per 100,2879
Oklahoma,2003,Crimes Per 100,4818
Illinois,2006,Crimes Per 100,3561
Oregon,1998,Crimes Per 100,5647
Indiana,2002,Crimes Per 100,3750
Kansas,2001,Crimes Per 100,4321
New Jersey,1993,Crimes Per 100,4801
Oklahoma,2000,Crimes Per 100,4559
Montana,2006,Crimes Per 100,2941
Massachusetts,1996,Crimes Per 100,3837
New Hampshire,2005,Crimes Per 100,1928
South Dakota,1990,Crimes Per 100,2909
South Dakota,1999,Property Crimes Per 100,2477
Idaho,2014,Property Crimes Per 100,1855
Missouri,2005,Property Crimes Per 100,3928
Kansas,2004,Property Crimes Per 100,3974
Louisiana,2007,Property Crimes Per 100,4076
Kentucky,2006,Property Crimes Per 100,2544
Massachusetts,1993,Property Crimes Per 100,4089
Nevada,2004,Crimes Per 100,4823
Ohio,1994,Crimes Per 100,4461
Louisiana,2011,Crimes Per 100,4244
New Hampshire,1995,Crimes Per 100,2655
New York,1995,Crimes Per 100,4560
Minnesota,1993,Crimes Per 100,4386
Maine,1992,Crimes Per 100,3524
Alaska,2013,Crimes Per 100,3488
Alaska,2012,Crimes Per 100,3342
District of Columbia,2014,Property Crimes Per 100,5183
Connecticut,2015,Property Crimes Per 100,1812
Illinois,2005,Property Crimes Per 100,3080
Florida,1994,Property Crimes Per 100,7103
Georgia,2003,Violent Crimes Per 100,455
Hawaii,1995,Violent Crimes Per 100,296
Arizona,2008,Violent Crimes Per 100,447
California,1992,Violent Crimes Per 100,1120
Arizona,1993,Crimes Per 100,7432
North Dakota,2006,Violent Crimes Per 100,127
Vermont,1993,Violent Crimes Per 100,114
Indiana,1993,Violent Crimes Per 100,489
California,2001,Violent Crimes Per 100,617
North Dakota,1990,Violent Crimes Per 100,74
Alaska,2008,Property Crimes Per 100,2932
North Dakota,2008,Property Crimes Per 100,1894
Utah,2004,Property Crimes Per 100,4086
Vermont,1994,Property Crimes Per 100,3153
Utah,1995,Property Crimes Per 100,5762
New Jersey,2000,Violent Crimes Per 100,384
Illinois,2010,Violent Crimes Per 100,435
Tennessee,1996,Violent Crimes Per 100,774
Texas,1994,Violent Crimes Per 100,707
South Dakota,1996,Violent Crimes Per 100,177
Tennessee,2002,Crimes Per 100,5019
Virginia,2004,Crimes Per 100,2952
Virginia,2002,Crimes Per 100,3140
Missouri,2016,Violent Crimes Per 100,519
Washington,2002,Violent Crimes Per 100,346
Tennessee,2002,Violent Crimes Per 100,718
South Dakota,2002,Violent Crimes Per 100,178
Oregon,1997,Violent Crimes Per 100,444
Iowa,1999,Crimes Per 100,3224
Alaska,1999,Crimes Per 100,4360
Georgia,2007,Crimes Per 100,4394
Indiana,2001,Crimes Per 100,3831
District of Columbia,1997,Crimes Per 100,9839
Illinois,2004,Property Crimes Per 100,3186
District of Columbia,1997,Property Crimes Per 100,7815
North Carolina,2007,Property Crimes Per 100,4087
Wisconsin,1991,Property Crimes Per 100,4189
Montana,2002,Property Crimes Per 100,3158
New York,1998,Violent Crimes Per 100,638
Colorado,2007,Violent Crimes Per 100,348
District of Columbia,1993,Violent Crimes Per 100,2922
Indiana,2015,Property Crimes Per 100,2596
New Mexico,2006,Property Crimes Per 100,3937
Nevada,2002,Property Crimes Per 100,3871
New York,1992,Property Crimes Per 100,4736
Massachusetts,1992,Property Crimes Per 100,4224
Arizona,2011,Property Crimes Per 100,3555
Michigan,1998,Violent Crimes Per 100,621
Utah,2015,Violent Crimes Per 100,236
Virginia,2012,Violent Crimes Per 100,190
South Carolina,2007,Violent Crimes Per 100,788
New Hampshire,2013,Violent Crimes Per 100,200
Pennsylvania,2003,Property Crimes Per 100,2430
Mississippi,2000,Property Crimes Per 100,3644
New Mexico,1990,Property Crimes Per 100,5904
Kansas,2010,Violent Crimes Per 100,369
Kentucky,2010,Violent Crimes Per 100,243
District of Columbia,2015,Crimes Per 100,3190
Oklahoma,2009,Crimes Per 100,4075
Tennessee,2003,Crimes Per 100,5080
Mississippi,2016,Crimes Per 100,3049
Michigan,2015,Crimes Per 100,2302
Washington,1994,Crimes Per 100,6028
Pennsylvania,2013,Crimes Per 100,2387
Texas,1996,Crimes Per 100,5709
New York,2014,Property Crimes Per 100,1718
Minnesota,2011,Property Crimes Per 100,2549
Kansas,2011,Crimes Per 100,3434
Washington,2008,Property Crimes Per 100,3758
New Jersey,2012,Property Crimes Per 100,2047
New Mexico,2009,Property Crimes Per 100,3736
New Jersey,2006,Property Crimes Per 100,2291
Hawaii,2007,Property Crimes Per 100,4225
Alabama,2014,Property Crimes Per 100,3178
Utah,1994,Property Crimes Per 100,4996
Kentucky,1992,Violent Crimes Per 100,535
Illinois,2000,Violent Crimes Per 100,657
Connecticut,2003,Violent Crimes Per 100,317
Missouri,1997,Property Crimes Per 100,4237
Georgia,1990,Property Crimes Per 100,6007
Iowa,1997,Crimes Per 100,3816
Maine,2009,Violent Crimes Per 100,120
Missouri,2005,Violent Crimes Per 100,525
Maine,2006,Violent Crimes Per 100,115
Florida,2007,Violent Crimes Per 100,723
Rhode Island,2013,Crimes Per 100,2687
Oregon,2016,Crimes Per 100,3229
Idaho,1991,Crimes Per 100,4196
Arkansas,2011,Crimes Per 100,4235
Arizona,1996,Crimes Per 100,7067
Alabama,1992,Crimes Per 100,5268
Wyoming,2013,Violent Crimes Per 100,198
New York,1991,Crimes Per 100,6245
District of Columbia,2005,Crimes Per 100,6206
Connecticut,1998,Crimes Per 100,3787
New Hampshire,2009,Crimes Per 100,2321
Michigan,2014,Crimes Per 100,2471
